RTT,From,Req,Bytes,TTL
43.8,10.0.0.10,782,64,64
42.9,10.0.0.10,783,64,64
44.7,10.0.0.10,784,64,64
44.8,10.0.0.10,785,64,64
46.0,10.0.0.10,786,64,64
45.4,10.0.0.10,787,64,64
45.0,10.0.0.10,788,64,64
44.6,10.0.0.10,789,64,64
44.5,10.0.0.10,790,64,64
44.6,10.0.0.10,791,64,64
42.4,10.0.0.10,792,64,64
43.7,10.0.0.10,793,64,64
42.2,10.0.0.10,794,64,64
43.0,10.0.0.10,795,64,64
43.4,10.0.0.10,796,64,64
43.0,10.0.0.10,797,64,64
43.2,10.0.0.10,798,64,64
41.9,10.0.0.10,799,64,64
42.6,10.0.0.10,800,64,64
41.0,10.0.0.10,801,64,64
42.1,10.0.0.10,802,64,64
42.9,10.0.0.10,803,64,64
43.0,10.0.0.10,804,64,64
42.6,10.0.0.10,805,64,64
42.9,10.0.0.10,806,64,64
44.2,10.0.0.10,807,64,64
43.4,10.0.0.10,808,64,64
42.6,10.0.0.10,809,64,64
43.7,10.0.0.10,810,64,64
42.9,10.0.0.10,811,64,64
42.0,10.0.0.10,812,64,64
42.8,10.0.0.10,813,64,64
43.1,10.0.0.10,814,64,64
41.8,10.0.0.10,815,64,64
44.7,10.0.0.10,816,64,64
43.6,10.0.0.10,817,64,64
41.7,10.0.0.10,818,64,64
43.7,10.0.0.10,819,64,64
43.2,10.0.0.10,820,64,64
44.0,10.0.0.10,821,64,64
43.7,10.0.0.10,822,64,64
42.6,10.0.0.10,823,64,64
42.6,10.0.0.10,824,64,64
42.8,10.0.0.10,825,64,64
43.0,10.0.0.10,826,64,64
43.2,10.0.0.10,827,64,64
43.9,10.0.0.10,828,64,64
41.1,10.0.0.10,829,64,64
42.5,10.0.0.10,830,64,64
41.1,10.0.0.10,831,64,64
41.5,10.0.0.10,832,64,64
45.0,10.0.0.10,833,64,64
44.0,10.0.0.10,834,64,64
44.6,10.0.0.10,835,64,64
45.3,10.0.0.10,836,64,64
44.3,10.0.0.10,837,64,64
43.9,10.0.0.10,838,64,64
44.2,10.0.0.10,839,64,64
45.4,10.0.0.10,840,64,64
44.6,10.0.0.10,841,64,64
44.8,10.0.0.10,842,64,64
43.8,10.0.0.10,843,64,64
45.6,10.0.0.10,844,64,64
44.3,10.0.0.10,845,64,64
45.5,10.0.0.10,846,64,64
45.0,10.0.0.10,847,64,64
45.2,10.0.0.10,848,64,64
45.4,10.0.0.10,849,64,64
45.2,10.0.0.10,850,64,64
45.2,10.0.0.10,851,64,64
43.7,10.0.0.10,852,64,64
42.8,10.0.0.10,853,64,64
42.5,10.0.0.10,854,64,64
40.8,10.0.0.10,855,64,64
41.8,10.0.0.10,856,64,64
43.9,10.0.0.10,857,64,64
44.0,10.0.0.10,858,64,64
43.9,10.0.0.10,859,64,64
44.3,10.0.0.10,860,64,64
42.8,10.0.0.10,861,64,64
43.3,10.0.0.10,862,64,64
43.1,10.0.0.10,863,64,64
43.5,10.0.0.10,864,64,64
44.5,10.0.0.10,865,64,64
44.0,10.0.0.10,866,64,64
43.7,10.0.0.10,867,64,64
43.0,10.0.0.10,868,64,64
44.1,10.0.0.10,869,64,64
43.7,10.0.0.10,870,64,64
43.0,10.0.0.10,871,64,64
43.0,10.0.0.10,872,64,64
42.9,10.0.0.10,873,64,64
42.9,10.0.0.10,874,64,64
43.1,10.0.0.10,875,64,64
43.4,10.0.0.10,876,64,64
43.3,10.0.0.10,877,64,64
44.0,10.0.0.10,878,64,64
41.8,10.0.0.10,879,64,64
43.2,10.0.0.10,880,64,64
43.1,10.0.0.10,881,64,64
43.1,10.0.0.10,882,64,64
42.8,10.0.0.10,883,64,64
44.1,10.0.0.10,884,64,64
45.1,10.0.0.10,885,64,64
44.0,10.0.0.10,886,64,64
42.3,10.0.0.10,887,64,64
42.7,10.0.0.10,888,64,64
41.7,10.0.0.10,889,64,64
44.0,10.0.0.10,890,64,64
42.5,10.0.0.10,891,64,64
43.5,10.0.0.10,892,64,64
43.5,10.0.0.10,893,64,64
42.0,10.0.0.10,894,64,64
41.2,10.0.0.10,895,64,64
45.2,10.0.0.10,896,64,64
43.7,10.0.0.10,897,64,64
44.9,10.0.0.10,898,64,64
44.8,10.0.0.10,899,64,64
43.9,10.0.0.10,900,64,64
44.0,10.0.0.10,901,64,64
42.6,10.0.0.10,902,64,64
42.1,10.0.0.10,903,64,64
43.1,10.0.0.10,904,64,64
43.9,10.0.0.10,905,64,64
44.6,10.0.0.10,906,64,64
42.7,10.0.0.10,907,64,64
44.3,10.0.0.10,908,64,64
44.6,10.0.0.10,909,64,64
44.5,10.0.0.10,910,64,64
44.0,10.0.0.10,911,64,64
44.6,10.0.0.10,912,64,64
44.2,10.0.0.10,913,64,64
43.2,10.0.0.10,914,64,64
41.7,10.0.0.10,915,64,64
43.9,10.0.0.10,916,64,64
43.3,10.0.0.10,917,64,64
45.8,10.0.0.10,918,64,64
44.7,10.0.0.10,919,64,64
44.7,10.0.0.10,920,64,64
43.7,10.0.0.10,921,64,64
44.4,10.0.0.10,922,64,64
45.0,10.0.0.10,923,64,64
44.1,10.0.0.10,924,64,64
44.3,10.0.0.10,925,64,64
43.4,10.0.0.10,926,64,64
43.8,10.0.0.10,927,64,64
42.8,10.0.0.10,928,64,64
42.2,10.0.0.10,929,64,64
42.8,10.0.0.10,930,64,64
44.5,10.0.0.10,931,64,64
43.5,10.0.0.10,932,64,64
44.4,10.0.0.10,933,64,64
44.0,10.0.0.10,934,64,64
43.0,10.0.0.10,935,64,64
43.3,10.0.0.10,936,64,64
42.3,10.0.0.10,937,64,64
42.4,10.0.0.10,938,64,64
42.2,10.0.0.10,939,64,64
43.4,10.0.0.10,940,64,64
43.2,10.0.0.10,941,64,64
42.9,10.0.0.10,942,64,64
42.8,10.0.0.10,943,64,64
41.2,10.0.0.10,944,64,64
41.0,10.0.0.10,945,64,64
43.1,10.0.0.10,946,64,64
41.4,10.0.0.10,947,64,64
42.3,10.0.0.10,948,64,64
42.3,10.0.0.10,949,64,64
43.6,10.0.0.10,950,64,64
44.1,10.0.0.10,951,64,64
43.9,10.0.0.10,952,64,64
43.6,10.0.0.10,953,64,64
44.6,10.0.0.10,954,64,64
43.9,10.0.0.10,955,64,64
44.2,10.0.0.10,956,64,64
44.0,10.0.0.10,957,64,64
43.5,10.0.0.10,958,64,64
42.0,10.0.0.10,959,64,64
41.2,10.0.0.10,960,64,64
43.5,10.0.0.10,961,64,64
43.2,10.0.0.10,962,64,64
42.8,10.0.0.10,963,64,64
42.6,10.0.0.10,964,64,64
41.9,10.0.0.10,965,64,64
42.0,10.0.0.10,966,64,64
42.0,10.0.0.10,967,64,64
41.9,10.0.0.10,968,64,64
42.1,10.0.0.10,969,64,64
44.7,10.0.0.10,970,64,64
44.7,10.0.0.10,971,64,64
46.6,10.0.0.10,972,64,64
45.3,10.0.0.10,973,64,64
45.8,10.0.0.10,974,64,64
44.5,10.0.0.10,975,64,64
45.6,10.0.0.10,976,64,64
44.1,10.0.0.10,977,64,64
45.1,10.0.0.10,978,64,64
45.2,10.0.0.10,979,64,64
44.1,10.0.0.10,980,64,64
44.3,10.0.0.10,981,64,64
44.9,10.0.0.10,982,64,64
44.4,10.0.0.10,983,64,64
45.5,10.0.0.10,984,64,64
41.9,10.0.0.10,985,64,64
43.6,10.0.0.10,986,64,64
42.8,10.0.0.10,987,64,64
42.7,10.0.0.10,988,64,64
42.8,10.0.0.10,989,64,64
40.9,10.0.0.10,990,64,64
41.3,10.0.0.10,991,64,64
45.2,10.0.0.10,992,64,64
45.8,10.0.0.10,993,64,64
44.0,10.0.0.10,994,64,64
44.6,10.0.0.10,995,64,64
42.8,10.0.0.10,996,64,64
41.4,10.0.0.10,997,64,64
43.0,10.0.0.10,998,64,64
41.6,10.0.0.10,999,64,64
41.6,10.0.0.10,1000,64,64
